page,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
1,2,1,1,1,949,669,744,88,96,BASKETBALL
1,2,1,2,1,368,768,258,193,38,SB
1,2,1,2,2,728,808,634,91,73,COACHING
1,2,1,2,3,1423,808,483,87,96,MANUAL
1,2,1,3,1,1104,950,427,85,96,LEVEL
1,2,1,3,2,1458,905,75,179,94,I
1,6,1,1,1,2056,3125,143,32,96,Prepared
1,6,1,1,2,2216,3125,36,31,92,by
1,6,1,1,3,2272,3132,3,18,89,:
1,7,1,1,1,915,3115,32,30,4,“4
1,7,1,2,1,575,3168,220,47,91,PETRONAS
1,7,1,2,2,836,3149,62,64,71,\/
1,7,1,2,3,1950,3165,166,32,0,Caching
1,7,1,2,4,2133,3164,144,27,96,Division
1,7,1,3,1,796,3227,2,2,45,f
1,7,1,3,2,1621,3206,153,26,95,National
1,7,1,3,3,1790,3206,118,32,95,Sports
1,7,1,3,4,1922,3205,132,26,95,Council
1,7,1,3,5,2071,3205,34,26,96,of
1,7,1,3,6,2120,3204,157,33,95,Malaysia
1,7,1,4,1,789,3228,86,85,85,&
1,7,1,4,2,942,3253,3,15,51,'
1,7,1,4,3,2223,3249,54,17,63,ap
1,7,1,5,1,943,3270,2,17,52,|
1,7,1,6,1,875,3288,70,35,8,—_
1,7,1,6,2,1520,3290,4,2,16,:
1,7,1,6,3,1914,3286,151,26,96,Coaches
1,7,1,6,4,2079,3286,112,25,56,Comm
1,7,1,6,5,2209,3287,67,20,15,*-<ce
1,10,1,1,1,329,3347,107,23,91,RAKAN
1,10,1,1,2,449,3345,116,25,90,SUKAN:
1,10,1,1,3,575,3346,167,23,83,TOGETHER
1,10,1,1,4,754,3346,46,23,93,WE
1,10,1,1,5,816,3345,97,23,44,EXCE!.
1,10,1,1,6,1663,3326,182,32,96,Malaysian
1,10,1,1,7,1861,3326,190,26,92,Basketball
1,10,1,1,8,2070,3318,60,47,12,Assc
1,10,1,1,9,2156,3322,97,27,0,-.44i0
2,2,1,1,1,1042,813,2,2,0,~
2,2,1,1,2,1101,838,482,90,55,MABA/NSC
2,2,1,2,1,619,976,533,68,95,BASKETBALL
2,2,1,2,2,1181,973,458,67,95,COACHING
2,2,1,2,3,1678,971,415,67,88,MANUAL.
2,2,1,3,1,1197,1099,287,66,10,LEVEL
2,2,1,3,2,1447,1058,41,122,10,|
2,3,1,1,1,1116,1209,115,37,96,Third
2,3,1,1,2,1252,1209,151,37,95,Edition
2,3,1,1,3,1422,1206,141,48,96,(2011)
2,6,1,1,1,1208,2422,200,47,96,Prepared
2,6,1,1,2,1428,2422,62,47,96,by:
2,6,1,2,1,1103,2490,203,47,96,Coaching
2,6,1,2,2,1325,2492,270,44,96,Department
2,6,1,3,1,952,2559,187,38,96,National
2,6,1,3,2,1157,2561,140,44,96,Sports
2,6,1,3,3,1315,2557,158,38,96,Council
2,6,1,3,4,1493,2557,46,38,96,of
2,6,1,3,5,1555,2557,192,47,96,Malaysia
2,6,1,4,1,1334,2625,33,38,93,&
2,6,1,5,1,1125,2694,184,38,96,Coaches
2,6,1,5,2,1326,2695,249,36,96,Committee
2,6,1,6,1,996,2763,194,47,96,Malaysia
2,6,1,6,2,1211,2761,224,38,96,Basketball
2,6,1,6,3,1451,2762,256,37,92,Association
2,6,1,6,4,1756,2755,2,2,16,—
3,2,1,1,1,6,1175,55,32,93,BA
3,2,1,1,2,86,1174,187,34,34,Basketbe
3,3,1,1,1,1,1332,23,34,85,ll
3,3,1,1,2,44,1334,37,32,87,in
3,3,1,1,3,105,1332,67,34,95,the
3,3,1,1,4,194,1332,80,35,88,"hea,"
3,3,1,2,1,0,1395,7,24,50,)
3,3,1,2,2,48,1386,66,33,94,the
3,3,1,2,3,152,1387,79,32,90,aim
3,3,1,2,4,268,1396,7,24,55,¢
3,3,1,3,1,0,1447,8,24,73,>
3,3,1,3,2,28,1439,147,32,95,nation.
3,3,1,3,3,201,1440,75,31,96,Nov
3,3,1,4,1,0,1491,61,33,83,the
3,3,1,4,2,80,1492,148,39,92,"nation,"
3,3,1,4,3,252,1500,24,24,92,w
3,4,1,1,1,0,1658,24,33,92,g
3,4,1,1,2,50,1649,67,34,93,the
3,4,1,1,3,142,1649,136,34,89,numbe
3,4,1,2,1,0,1710,17,25,77,s
3,4,1,2,2,47,1704,46,31,95,at
3,4,1,2,3,119,1701,51,33,61,all
3,4,1,2,4,200,1703,79,32,28,tire
3,4,1,3,1,0,1755,34,32,95,in
3,4,1,3,2,64,1754,67,33,92,the
3,4,1,3,3,158,1755,121,32,91,natior
3,4,1,4,1,0,1816,47,24,95,ne
3,4,1,4,2,77,1810,39,30,95,to
3,4,1,4,3,147,1809,94,32,92,time
3,4,1,4,4,271,1809,8,32,86,t
3,5,1,1,1,0,1966,146,32,0,‘MABA
3,5,1,1,2,167,1974,73,24,89,can
3,5,1,1,3,261,1965,21,33,88,a
3,5,1,2,1,0,2020,88,31,3,gast
3,5,1,2,2,104,2019,53,32,94,50
3,5,1,2,3,178,2027,104,32,92,year:
3,5,1,3,1,0,2080,46,24,91,rs
3,5,1,3,2,70,2071,213,42,82,throughot
3,5,1,4,1,0,2123,174,34,90,chieved
3,5,1,4,2,193,2123,91,34,96,toda
3,6,1,1,1,0,2232,69,30,95,tee
3,6,1,1,2,91,2229,61,33,96,for
3,6,1,1,3,168,2229,99,33,96,such
3,6,1,2,1,12,2282,50,33,89,all
3,6,1,2,2,90,2282,194,34,89,basketba
3,7,1,1,1,0,2664,10,29,30,j
3,7,1,1,2,28,2655,95,41,96,King
3,7,1,1,3,140,2655,107,41,95,"Sing,"
3,7,1,1,4,267,2654,19,33,69,J
3,7,1,2,1,1,2708,51,33,93,all
3,7,1,2,2,65,2709,223,32,92,Associatio.
3,44,1,1,1,449,1360,39,35,96,It
3,44,1,1,2,507,1358,81,37,96,has
3,44,1,1,3,610,1358,111,37,96,been
3,44,1,1,4,747,1359,73,37,96,the
3,44,1,1,5,843,1361,207,35,95,intention
3,44,1,1,6,1074,1359,49,37,96,of
3,44,1,1,7,1140,1360,73,36,93,the
3,44,1,1,8,1236,1362,132,35,92,MABA
3,44,1,1,9,1395,1361,194,36,96,Coaches
3,44,1,1,10,1612,1363,259,35,96,Committee
3,44,1,1,11,1895,1364,43,34,96,to
3,44,1,1,12,1959,1362,192,45,96,produce
3,44,1,1,13,2174,1364,54,35,96,its
3,44,1,2,1,450,1425,93,27,96,own
3,44,1,2,2,564,1416,206,46,96,coaching
3,44,1,2,3,790,1416,178,37,96,manual
3,44,1,2,4,985,1416,66,37,96,for
3,44,1,2,5,1068,1417,73,36,95,the
3,44,1,2,6,1161,1419,156,35,95,nation.
3,45,1,1,1,449,1531,213,46,95,"Recently,"
3,45,1,1,2,688,1531,73,37,96,the
3,45,1,1,3,783,1532,214,46,96,Coaching
3,45,1,1,4,1018,1533,182,36,96,Division
3,45,1,1,5,1222,1533,50,36,96,of
3,45,1,1,6,1284,1533,196,37,96,National
3,45,1,1,7,1497,1535,153,44,96,Sports
3,45,1,1,8,1673,1534,172,36,95,Council
3,45,1,1,9,1863,1534,49,37,96,of
3,45,1,1,10,1925,1534,201,46,95,Malaysia
3,45,1,1,11,2148,1535,82,36,95,has
3,45,1,2,1,448,1588,169,37,94,started
3,45,1,2,2,659,1589,198,36,93,National
3,45,1,2,3,901,1589,196,36,96,Coaches
3,45,1,2,4,1138,1590,309,37,95,Accreditation
3,45,1,2,5,1494,1591,189,36,96,Scheme
3,45,1,2,6,1728,1591,68,36,96,for
3,45,1,2,7,1838,1591,53,36,95,all
3,45,1,2,8,1934,1595,157,42,96,sports.
3,45,1,2,9,2145,1592,83,36,96,The
3,45,1,3,1,450,1646,194,36,96,Coaches
3,45,1,3,2,669,1648,259,35,96,Committee
3,45,1,3,3,954,1646,49,37,92,of
3,45,1,3,4,1020,1649,132,34,92,MABA
3,45,1,3,5,1178,1647,81,37,96,has
3,45,1,3,6,1283,1648,112,36,96,been
3,45,1,3,7,1421,1649,125,45,96,given
3,45,1,3,8,1573,1648,73,37,95,the
3,45,1,3,9,1672,1648,68,46,96,big
3,45,1,3,10,1767,1649,99,36,95,task
3,45,1,3,11,1889,1652,44,33,95,to
3,45,1,3,12,1961,1649,113,36,96,work
3,45,1,3,13,2097,1659,54,27,96,on
3,45,1,3,14,2177,1650,55,36,94,all
3,45,1,4,1,449,1705,132,34,93,MABA
3,45,1,4,2,603,1704,214,45,96,Coaching
3,45,1,4,3,839,1705,163,35,96,Course
3,45,1,4,4,1022,1705,192,36,96,Manuals
3,45,1,4,5,1233,1705,210,46,95,including
3,45,1,4,6,1463,1706,124,36,96,Level
3,45,1,4,7,1605,1708,39,42,96,"1,"
3,45,1,4,8,1670,1706,125,36,94,Level
3,45,1,4,9,1812,1708,26,34,94,2
3,45,1,4,10,1858,1707,88,36,95,and
3,45,1,4,11,1964,1707,125,36,78,Level
3,45,1,4,12,2105,1709,40,34,96,3.
3,46,1,1,1,454,1818,98,36,95,With
3,46,1,1,2,603,1818,73,36,96,the
3,46,1,1,3,725,1819,370,45,96,implementation
3,46,1,1,4,1146,1819,49,36,96,of
3,46,1,1,5,1238,1820,127,36,96,these
3,46,1,1,6,1414,1821,210,44,96,"manuals,"
3,46,1,1,7,1681,1821,71,36,95,the
3,46,1,1,8,1804,1821,205,46,95,coaching
3,46,1,1,9,2058,1825,168,42,95,system
3,46,1,2,1,450,1875,263,46,96,throughout
3,46,1,2,2,733,1876,73,36,95,the
3,46,1,2,3,830,1879,180,43,95,country
3,46,1,2,4,1033,1876,75,37,95,will
3,46,1,2,5,1128,1877,54,36,95,be
3,46,1,2,6,1203,1878,307,36,95,standardised
3,46,1,2,7,1530,1878,88,36,95,and
3,46,1,2,8,1640,1878,76,36,96,will
3,46,1,2,9,1735,1879,94,36,95,also
3,46,1,2,10,1852,1879,97,45,95,help
3,46,1,2,11,1972,1879,188,37,96,coaches
3,46,1,2,12,2185,1883,42,33,96,to
3,46,1,3,1,449,1933,111,36,96,have
3,46,1,3,2,580,1933,233,36,90,additional
3,46,1,3,3,829,1943,157,27,96,source
3,46,1,3,4,1006,1934,49,36,96,of
3,46,1,3,5,1067,1934,234,37,96,reference.
3,47,1,1,1,447,2049,21,34,95,I
3,47,1,1,2,491,2048,136,36,95,would
3,47,1,1,3,648,2048,79,36,94,like
3,47,1,1,4,753,2051,43,34,95,to
3,47,1,1,5,822,2048,135,37,96,thank
3,47,1,1,6,978,2048,54,37,95,all
3,47,1,1,7,1054,2049,72,36,96,the
3,47,1,1,8,1149,2050,132,44,95,panel
3,47,1,1,9,1302,2050,222,37,95,members
3,47,1,1,10,1549,2050,92,37,96,who
3,47,1,1,11,1666,2051,112,36,96,have
3,47,1,1,12,1805,2051,173,37,96,worked
3,47,1,1,13,1998,2051,109,37,95,hard
3,47,1,1,14,2128,2062,51,26,95,as
3,47,1,1,15,2201,2062,25,26,94,a
3,47,1,2,1,450,2108,114,34,96,team
3,47,1,2,2,594,2109,42,33,96,to
3,47,1,2,3,662,2109,78,42,96,get
3,47,1,2,4,766,2106,84,36,96,this
3,47,1,2,5,874,2107,125,44,96,piece
3,47,1,2,6,1026,2106,49,37,95,of
3,47,1,2,7,1087,2107,78,45,95,job
3,47,1,2,8,1192,2108,282,45,96,successfully
3,47,1,2,9,1501,2108,258,46,96,"completed,"
3,47,1,2,10,1791,2112,78,33,96,not
3,47,1,2,11,1894,2109,232,46,96,forgetting
3,47,1,2,12,2155,2109,72,37,96,the
3,47,1,3,1,450,2162,211,47,95,Coaching
3,47,1,3,2,693,2164,183,36,96,Division
3,47,1,3,3,910,2163,50,37,96,of
3,47,1,3,4,984,2164,195,36,96,National
3,47,1,3,5,1206,2166,154,44,96,Sports
3,47,1,3,6,1393,2165,170,37,96,Council
3,47,1,3,7,1591,2166,50,36,96,of
3,47,1,3,8,1665,2166,201,46,96,Malaysia
3,47,1,3,9,1899,2167,88,36,95,and
3,47,1,3,10,2015,2167,56,36,94,all
3,47,1,3,11,2101,2167,127,36,95,those
3,47,1,4,1,451,2221,91,36,95,who
3,47,1,4,2,576,2221,111,36,95,have
3,47,1,4,3,720,2221,274,37,95,contributed
3,47,1,4,4,1024,2223,37,35,96,in
3,47,1,4,5,1097,2232,84,27,96,one
3,47,1,4,6,1217,2232,92,36,96,way
3,47,1,4,7,1341,2233,50,26,96,or
3,47,1,4,8,1420,2223,185,37,96,another
3,47,1,4,9,1636,2227,44,33,96,to
3,47,1,4,10,1714,2224,129,36,96,make
3,47,1,4,11,1877,2224,84,37,95,this
3,47,1,4,12,1993,2224,177,37,96,manual
3,47,1,4,13,2201,2235,24,26,96,a
3,47,1,5,1,448,2279,157,45,95,reality.
3,48,1,1,1,446,2396,22,34,95,I
3,48,1,1,2,499,2394,112,46,95,hope
3,48,1,1,3,646,2394,73,37,96,the
3,48,1,1,4,753,2395,178,36,96,manual
3,48,1,1,5,966,2395,74,36,95,will
3,48,1,1,6,1071,2395,55,37,96,be
3,48,1,1,7,1160,2406,24,26,95,a
3,48,1,1,8,1220,2396,165,37,96,benefit
3,48,1,1,9,1418,2400,42,33,92,to
3,48,1,1,10,1494,2397,55,36,88,alf
3,48,1,1,11,1581,2397,243,37,93,basketball
3,48,1,1,12,1855,2398,189,37,95,coaches
3,48,1,1,13,2079,2399,39,35,96,in
3,48,1,1,14,2155,2398,73,37,96,the
3,48,1,2,1,448,2455,187,43,96,country.
3,49,1,1,1,1904,2631,87,35,96,Sim
3,49,1,1,2,2012,2631,72,35,96,Sin
3,49,1,1,3,2107,2632,120,44,96,Heng
3,49,1,2,1,962,2686,230,45,96,Secretary
3,49,1,2,2,1211,2686,185,36,90,General
3,49,1,2,3,1413,2686,49,37,96,of
3,49,1,2,4,1474,2686,201,46,96,Malaysia
3,49,1,2,5,1697,2687,246,37,94,Basketball
3,49,1,2,6,1958,2689,267,35,96,Association
4,3,1,1,1,0,1386,175,35,64,prepare
4,3,1,1,2,210,1385,63,27,92,an
4,3,1,2,1,0,1433,231,45,1,coaching
4,3,1,2,2,255,1433,19,36,63,ii
4,4,1,1,1,1,1606,93,36,92,This
4,4,1,1,2,124,1614,153,28,87,manua
4,5,1,1,1,0,1782,121,33,96,ment
4,5,1,1,2,150,1778,51,36,96,of
4,5,1,1,3,226,1777,52,37,89,thé
4,5,1,2,1,0,1846,27,27,90,e
4,5,1,2,2,60,1835,220,37,34,"basketba.,"
4,5,1,3,1,0,1894,69,36,26,“ith
4,5,1,3,2,96,1893,72,37,96,the
4,5,1,3,3,190,1902,90,36,64,pact
4,6,1,1,1,0,2066,124,36,91,aches
4,6,1,1,2,155,2067,38,34,54,in
4,6,1,1,3,229,2064,54,37,86,thi
4,7,1,1,1,6,2413,175,45,96,Cheong
4,7,1,1,2,202,2411,83,37,96,Pho
4,7,1,2,1,0,2481,28,27,49,Ss
4,7,1,2,2,48,2471,239,36,34,Committer
4,7,1,3,1,0,2529,23,37,42,i
4,7,1,3,2,39,2529,248,36,84,Associatio!
4,10,1,1,1,444,812,197,45,92,Message
4,10,1,1,2,663,830,25,5,65,—
4,10,1,1,3,712,814,218,36,95,President
4,10,1,1,4,951,815,44,35,92,of
4,10,1,1,5,1015,816,133,35,92,MABA
4,10,2,1,1,444,870,197,45,93,Message
4,10,2,1,2,663,888,24,5,75,—
4,10,2,1,3,710,872,226,45,95,Secretary
4,10,2,1,4,958,873,180,36,96,General
4,10,2,1,5,1162,874,44,36,93,of
4,10,2,1,6,1225,876,132,35,91,MABA
4,10,3,1,1,443,928,198,45,92,Message
4,10,3,1,2,663,946,24,4,65,—
4,10,3,1,3,709,928,225,37,95,Chairman
4,10,3,1,4,958,930,45,36,95,of
4,10,3,1,5,1022,931,193,36,95,Coaches
4,10,3,1,6,1237,933,272,46,93,"Committee,"
4,10,3,1,7,1535,936,133,35,92,MABA
4,10,3,2,1,442,985,169,36,96,Preface
4,10,3,3,1,437,1042,86,36,96,The
4,10,3,3,2,545,1043,139,36,96,Coach
4,11,1,1,1,442,1101,83,44,96,Key
4,11,1,1,2,545,1103,43,33,96,to
4,11,1,1,3,612,1102,222,45,95,Diagrams
4,11,2,1,1,443,1158,40,34,95,1.
4,11,2,1,2,508,1157,124,37,95,Brief
4,11,2,1,3,652,1158,189,46,95,History
4,11,2,1,4,861,1160,52,36,95,of
4,11,2,1,5,933,1160,271,38,96,Basketball
4,11,2,2,1,509,1217,67,34,93,1.1
4,11,2,2,2,601,1216,115,45,96,Early
4,11,2,2,3,738,1218,165,45,96,History
4,11,2,2,4,925,1218,46,36,96,of
4,11,2,2,5,990,1219,237,36,89,Basketball
4,11,2,3,1,508,1274,69,35,96,1.2
4,11,2,3,2,601,1275,164,45,96,History
4,11,2,3,3,786,1275,45,36,96,of
4,11,2,3,4,850,1275,199,46,96,Malaysia
4,11,2,3,5,1075,1277,236,37,93,Basketball
4,11,2,4,1,507,1332,69,35,95,1.3
4,11,2,4,2,599,1332,298,45,96,Organization
4,11,2,4,3,921,1335,220,36,96,Structure
4,11,2,4,4,1163,1335,45,36,91,of
4,11,2,4,5,1227,1337,132,35,91,MABA
4,11,2,5,1,507,1389,70,34,96,1.4
4,11,2,5,2,599,1389,288,37,95,Introduction
4,11,2,5,3,909,1393,44,34,96,to
4,11,2,5,4,978,1392,237,36,95,Basketball
4,11,3,1,1,440,1446,41,34,96,2.
4,11,3,1,2,504,1445,262,46,95,Simplified
4,11,3,1,3,790,1448,143,36,95,Rules
4,11,3,1,4,955,1448,44,36,95,in
4,11,3,1,5,1022,1449,271,38,96,Basketball
4,11,3,2,1,504,1504,69,35,94,2.1
4,11,3,2,2,600,1505,186,36,94,Number
4,11,3,2,3,805,1506,46,35,96,of
4,11,3,2,4,870,1506,168,45,96,Players
4,11,3,3,1,504,1561,71,35,96,2.2
4,11,3,3,2,599,1562,178,36,96,Position
4,11,3,4,1,503,1619,71,35,96,2.3
4,11,3,4,2,597,1619,173,46,95,Scoring
4,11,3,5,1,503,1676,72,35,96,2.4
4,11,3,5,2,595,1676,202,36,96,Violation
4,12,1,1,1,502,1733,71,35,96,2.5
4,12,1,1,2,598,1733,118,37,95,Fouls
4,13,1,1,1,502,1791,72,35,95,2.6
4,13,1,1,2,596,1791,157,36,95,Official
4,13,1,1,3,777,1793,167,45,96,Signals
4,13,1,1,4,968,1794,35,35,96,in
4,13,1,1,5,1029,1794,237,37,94,Basketball
4,13,1,2,1,502,1849,71,34,94,2.7
4,13,1,2,2,593,1849,86,36,93,The
4,13,1,2,3,701,1850,263,36,91,Scoresheet
4,13,1,3,1,436,1906,42,33,96,3.
4,13,1,3,2,503,1905,309,45,96,Equipments
4,13,1,3,3,834,1907,43,35,96,in
4,13,1,3,4,902,1908,272,37,95,Basketball
4,13,1,4,1,501,1963,69,35,96,3.1
4,13,1,4,2,597,1963,79,36,96,Ball
4,13,1,4,3,699,1965,94,35,96,Size
4,13,1,5,1,501,2021,71,34,96,3.2
4,13,1,5,2,594,2021,128,36,96,Court
4,13,1,5,3,743,2022,94,36,96,Size
4,13,1,6,1,500,2078,71,35,96,3.3
4,13,1,6,2,595,2079,151,45,96,Height
4,13,1,6,3,767,2079,44,36,96,of
4,13,1,6,4,831,2080,238,37,96,Basketball
4,13,1,6,5,1095,2083,116,44,96,Hoop
4,13,1,7,1,500,2136,72,35,96,3.4
4,13,1,7,2,595,2137,152,44,96,Proper
4,13,1,7,3,769,2137,181,45,96,Players’
4,13,1,7,4,970,2139,113,35,96,Gear
4,13,1,8,1,432,2194,44,33,96,4.
4,13,1,8,2,501,2192,134,37,96,Basic
4,13,1,8,3,656,2193,138,37,95,Skills
4,13,1,8,4,816,2194,44,37,96,in
4,13,1,8,5,885,2196,272,37,96,Basketball
4,13,1,9,1,497,2251,71,35,96,4.1
4,13,1,9,2,594,2251,80,36,95,Ball
4,13,1,9,3,698,2252,202,46,95,Handling
4,13,1,10,1,497,2309,73,35,95,4.2
4,13,1,10,2,594,2309,113,45,95,Body
4,13,1,10,3,730,2311,246,36,96,Movement
4,13,1,11,1,496,2368,73,35,95,4.3
4,13,1,11,2,592,2367,229,37,95,Individual
4,13,1,11,3,844,2369,221,37,96,Offensive
4,13,1,11,4,1089,2371,330,38,96,Fundamentals
4,13,1,11,5,1440,2374,183,37,96,Without
4,13,1,11,6,1646,2375,105,36,96,Balls
4,13,1,12,1,496,2425,74,34,96,4.4
4,13,1,12,2,591,2425,229,37,95,Individual
4,13,1,12,3,844,2426,220,37,95,Offensive
4,13,1,12,4,1088,2428,331,39,95,Fundamentals
4,13,1,12,5,1440,2432,102,36,96,With
4,13,1,12,6,1568,2432,105,36,96,Balls
4,13,1,13,1,496,2483,72,35,94,4.5
4,13,1,13,2,591,2482,229,37,94,Individual
4,13,1,13,3,845,2485,230,36,96,Defensive
4,13,1,13,4,1099,2486,330,39,95,Fundamentals
4,13,1,14,1,495,2540,73,35,95,4.6
4,13,1,14,2,592,2540,275,47,96,Rebounding
4,13,1,15,1,431,2599,42,34,96,5.
4,13,1,15,2,496,2599,226,44,90,Strategy
4,13,1,15,3,742,2600,38,35,90,&
4,13,1,15,4,797,2600,185,37,96,Tactics
4,13,1,16,1,497,2656,68,35,96,5.1
4,13,1,16,2,592,2657,118,35,96,Basic
4,13,1,16,3,728,2657,129,36,96,Team
4,13,1,16,4,881,2658,220,37,96,Offensive
4,13,1,16,5,1125,2660,116,45,95,Plays
4,13,1,17,1,496,2715,71,35,96,5.2
4,13,1,17,2,591,2715,118,35,96,Basic
4,13,1,17,3,727,2716,130,36,96,Team
4,13,1,17,4,882,2716,229,37,96,Defensive
4,13,1,17,5,1135,2718,116,45,96,Plays
4,13,1,18,1,496,2772,70,36,95,5.3
4,13,1,18,2,589,2773,231,44,96,Questions
4,13,1,18,3,839,2775,57,35,95,To
4,13,1,18,4,920,2776,55,34,96,Be
4,13,1,18,5,996,2776,174,36,96,Answer
4,15,1,1,1,2048,1229,25,206,59,NOR
4,15,1,1,2,2042,1224,39,37,32,Be
4,16,1,1,1,2041,1573,42,35,61,WO
4,16,1,1,2,2047,1516,24,33,51,0
4,17,1,1,1,2034,1631,52,34,95,13
4,17,1,2,1,2034,1688,53,34,96,14
4,17,1,3,1,2034,1745,51,35,95,15
4,17,1,4,1,2033,1803,53,34,96,16
4,17,1,5,1,2030,1860,55,35,96,22
4,18,1,1,1,2030,1975,53,35,96,23
4,18,1,2,1,2029,2032,53,35,96,23
4,18,1,3,1,2029,2090,54,34,95,24
4,18,1,4,1,2028,2148,55,34,96,24
4,19,1,1,1,2027,2263,54,34,96,25
4,19,1,2,1,2027,2320,54,35,96,30
4,19,1,3,1,2027,2379,52,35,96,31
4,19,1,4,1,2026,2436,54,35,96,32
4,19,1,5,1,2024,2495,56,34,96,47
4,19,1,6,1,2026,2552,51,35,63,ol
4,20,1,1,1,2025,2668,53,35,92,53
4,20,1,2,1,2024,2726,54,35,96,56
4,20,1,3,1,2023,2784,55,35,96,67
5,1,1,1,1,275,1799,24,22,16,hare
5,2,1,1,1,934,346,43,35,95,6.
5,2,1,1,2,1000,347,332,42,96,Introduction
5,2,1,1,3,1354,356,50,35,96,to
5,2,1,1,4,1426,357,239,48,96,Coaching
5,3,1,1,1,999,406,69,35,96,6.1
5,3,1,1,2,1090,407,86,37,96,The
5,3,1,1,3,1200,410,96,37,95,Role
5,3,1,1,4,1318,412,45,35,95,of
5,3,1,1,5,1379,414,84,35,96,The
5,3,1,1,6,1485,416,140,37,96,Coach
5,3,2,1,1,998,464,70,35,96,6.2
5,3,2,1,2,1091,466,212,48,96,Coaching
5,3,2,1,3,1327,470,115,45,96,Style
5,3,3,1,1,997,522,70,36,96,6.3
5,3,3,1,2,1090,524,212,47,96,Coaching
5,3,3,1,3,1327,527,251,51,96,Philosophy
5,3,4,1,1,996,580,71,35,95,6.4
5,3,4,1,2,1091,582,209,45,96,Beginner
5,3,4,1,3,1319,586,140,38,96,Coach
5,3,5,1,1,995,638,70,35,96,6.5
5,3,5,1,2,1089,640,362,44,96,Responsibilities
5,3,5,1,3,1472,648,45,35,96,of
5,3,5,1,4,1536,649,195,38,96,Coaches
5,3,6,1,1,993,696,71,35,96,6.6
5,3,6,1,2,1087,697,121,37,96,What
5,3,6,1,3,1226,700,123,37,96,Tools
5,3,6,1,4,1372,704,59,35,94,Do
5,3,6,1,5,1453,706,14,33,94,I
5,3,6,1,6,1492,707,114,35,96,Need
5,3,6,1,7,1628,709,57,35,96,To
5,3,6,1,8,1709,711,52,35,87,Be
5,3,6,1,9,1782,713,31,34,87,A
5,3,6,1,10,1834,713,244,39,96,Successful
5,3,6,1,11,2101,718,139,37,96,Coach
5,3,6,2,1,992,753,71,35,95,6.7
5,3,6,2,2,1086,755,366,42,95,Communication
5,3,6,2,3,1475,763,121,37,96,Skills
5,3,7,1,1,991,811,70,35,96,6.8
5,3,7,1,2,1085,814,209,37,96,Coaches’
5,3,7,1,3,1314,818,115,37,96,Code
5,3,7,1,4,1452,821,44,34,96,of
5,3,7,1,5,1515,823,192,37,95,Conduct
5,4,1,1,1,958,894,9,9,74,.
5,4,1,1,2,992,868,226,49,96,Planning
5,4,1,1,3,1240,874,216,48,96,Training
5,4,1,1,4,1478,871,240,48,96,Schedule
5,5,1,1,1,989,927,68,35,95,7.1
5,5,1,1,2,1084,929,235,39,96,Preseason
5,5,1,1,3,1345,934,196,49,95,Planning
5,5,1,2,1,988,985,70,36,96,7.2
5,5,1,2,2,1083,986,195,48,96,Planning
5,5,1,2,3,1301,992,108,36,96,Your
5,5,1,2,4,1429,995,181,38,96,Practice
5,5,1,3,1,987,1043,69,35,96,7.3
5,5,1,3,2,1081,1045,182,37,96,Practice
5,5,1,3,3,1286,1048,93,37,96,Plan
5,5,2,1,1,986,1101,70,35,96,7.4
5,5,2,1,2,1079,1103,174,45,95,Sample
5,5,2,1,3,1275,1106,44,35,96,of
5,5,2,1,4,1336,1109,30,33,96,A
5,5,2,1,5,1389,1110,113,45,96,Daily
5,5,2,1,6,1526,1111,92,37,96,Plan
5,5,2,2,1,985,1158,70,35,96,7.5
5,5,2,2,2,1079,1159,195,48,96,Planning
5,5,2,2,3,1300,1165,271,45,96,Progressive
5,6,1,1,1,951,1240,9,9,74,-
5,6,1,1,2,983,1216,333,40,96,Introduction
5,6,1,1,3,1337,1225,50,34,96,to
5,6,1,1,4,1409,1225,169,44,96,Sports
5,6,1,1,5,1599,1228,200,40,96,Science
5,7,1,1,1,982,1273,68,35,96,8.1
5,7,1,1,2,1075,1275,297,46,96,Components
5,7,1,1,3,1393,1282,44,35,96,of
5,7,1,1,4,1456,1283,186,46,96,Physical
5,7,1,1,5,1667,1288,161,38,96,Fitness
5,7,1,2,1,981,1331,70,35,96,8.2
5,7,1,2,2,1076,1333,220,45,96,Principles
5,7,1,2,3,1317,1338,46,35,96,of
5,7,1,2,4,1379,1340,190,47,96,Training
5,7,2,1,1,980,1389,70,35,95,8.3
5,7,2,1,2,1073,1391,141,46,95,Injury
5,7,2,1,3,1238,1395,246,39,96,Prevention
5,7,3,1,1,979,1446,71,35,96,8.4
5,7,3,1,2,1074,1448,201,38,93,Nutrition
5,7,3,1,3,1298,1453,32,35,93,&
5,7,3,1,4,1350,1454,151,45,96,Sports
5,7,4,1,1,977,1504,72,35,96,8.4
5,7,4,1,2,1073,1506,161,46,96,Energy
5,7,4,1,3,1256,1510,199,44,96,Systems
5,7,4,1,4,1476,1514,65,36,96,for
5,7,4,1,5,1562,1517,238,38,95,Basketball
5,8,1,1,1,1727,2817,93,36,95,Yes.
5,9,1,1,1,1666,2933,42,35,93,In
5,9,1,1,2,1733,2935,146,44,92,"MABA,"
5,9,1,2,1,1340,2985,70,35,96,We
5,9,1,2,2,1435,2985,162,39,96,believe
5,9,1,2,3,1619,2989,93,37,96,that
