page,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
39,8,8,1,3,846,1782,105,44,96,body
39,8,8,1,4,973,1784,180,35,95,balance.
39,8,9,1,1,674,1853,14,5,58,-
39,8,9,1,2,711,1838,132,33,95,Knees
39,8,9,1,3,865,1837,97,35,95,bent
39,8,9,1,4,983,1838,138,35,96,before
39,8,9,1,5,1139,1840,95,34,96,take
39,8,9,1,6,1254,1841,66,34,96,off.
39,8,10,1,1,674,1908,14,4,92,-
39,8,10,1,2,710,1892,131,42,96,Swing
39,8,10,1,3,864,1901,108,26,96,arms
39,8,10,1,4,994,1894,185,42,96,upwards
39,8,10,1,5,1199,1895,333,44,95,simultaneously
39,8,10,1,6,1551,1897,88,34,96,with
39,8,10,1,7,1661,1898,69,34,96,the
39,8,10,1,8,1750,1901,213,33,96,extension
39,8,10,1,9,1985,1901,41,34,96,of
39,8,10,1,10,2041,1901,71,35,96,the
39,8,10,1,11,2133,1902,138,35,96,knees.
39,8,11,1,1,674,1962,14,4,92,-
39,8,11,1,2,711,1946,109,42,96,Upon
39,8,11,1,3,839,1947,199,43,95,"jumping,"
39,8,11,1,4,1063,1947,113,35,96,leave
39,8,11,1,5,1194,1948,101,35,96,floor
39,8,11,1,6,1313,1949,57,34,96,off
39,8,11,1,7,1388,1949,96,36,96,balls
39,8,11,1,8,1504,1951,43,34,96,of
39,8,11,1,9,1562,1951,98,42,96,"feet,"
39,8,11,1,10,1684,1953,134,42,96,propel
39,8,11,1,11,1842,1954,173,42,95,upward.
39,8,12,1,1,673,2017,15,4,88,-
39,8,12,1,2,707,2001,119,42,96,Jump
39,8,12,1,3,847,2009,46,26,96,as
39,8,12,1,4,915,2001,90,43,96,high
39,8,12,1,5,1027,2010,46,26,96,as
39,8,12,1,6,1095,2003,175,42,96,possible
39,8,12,1,7,1290,2005,33,33,96,in
39,8,12,1,8,1344,2004,69,35,95,the
39,8,12,1,9,1433,2006,67,33,96,air.
39,8,13,1,1,673,2071,14,4,92,-
39,8,13,1,2,710,2054,108,43,96,Body
39,8,13,1,3,838,2055,172,43,96,straight
39,8,13,1,4,1028,2056,101,35,96,from
39,8,13,1,5,1150,2058,54,42,96,tip
39,8,13,1,6,1225,2057,41,35,96,of
39,8,13,1,7,1281,2060,92,32,96,toes
39,8,13,1,8,1392,2061,40,31,96,to
39,8,13,1,9,1451,2060,55,41,96,tip
39,8,13,1,10,1527,2059,41,34,96,of
39,8,13,1,11,1584,2060,163,43,96,fingers.
39,8,14,1,1,673,2126,14,4,93,-
39,8,14,1,2,710,2109,136,35,96,Hands
39,8,14,1,3,866,2110,172,43,96,straight
39,8,14,1,4,1059,2120,49,33,96,up
39,8,14,1,5,1128,2111,60,34,96,for
39,8,14,1,6,1207,2112,246,43,96,rebounding
39,8,14,1,7,1475,2114,77,34,96,and
39,8,14,1,8,1575,2115,277,43,96,interception.
39,8,15,1,1,673,2179,13,5,92,-
39,8,15,1,2,710,2164,68,33,96,For
39,8,15,1,3,796,2163,129,43,96,single
39,8,15,1,4,944,2164,96,34,96,take
39,8,15,1,5,1060,2165,68,42,96,"off,"
39,8,15,1,6,1149,2165,70,35,96,the
39,8,15,1,7,1240,2175,76,25,94,non
39,8,15,1,8,1334,2168,181,42,96,jumping
39,8,15,1,9,1538,2167,59,43,95,leg
39,8,15,1,10,1620,2168,77,34,96,lifts
39,8,15,1,11,1718,2170,33,33,96,in
39,8,15,1,12,1772,2169,71,35,96,the
39,8,15,1,13,1862,2172,57,32,96,air
39,8,15,1,14,1936,2171,62,34,96,for
39,8,15,1,15,2016,2172,178,36,96,balance.
39,8,16,1,1,672,2233,14,4,86,-
39,8,16,1,2,714,2217,100,34,96,Land
39,8,16,1,3,841,2226,50,25,96,on
39,8,16,1,4,916,2218,71,34,96,the
39,8,16,1,5,1012,2218,98,34,91,balls
39,8,16,1,6,1134,2219,41,34,96,of
39,8,16,1,7,1195,2219,70,34,96,the
39,8,16,1,8,1287,2220,84,34,96,feet
39,8,16,1,9,1395,2221,87,34,96,with
39,8,16,1,10,1510,2221,125,35,96,knees
39,8,16,1,11,1659,2222,146,35,95,flexed.
39,8,16,1,12,1835,2224,95,34,95,Both
39,8,16,1,13,1956,2225,83,35,95,feet
39,8,16,1,14,2063,2227,141,35,96,should
39,8,16,1,15,2231,2228,53,35,96,hit
39,8,16,2,1,304,2288,10,6,60,-
39,8,16,2,2,706,2271,71,35,96,the
39,8,16,2,3,797,2272,155,42,96,ground
39,8,16,2,4,974,2275,42,32,96,at
39,8,16,2,5,1033,2273,71,34,95,the
39,8,16,2,6,1124,2282,116,26,95,same
39,8,16,2,7,1258,2275,110,34,96,time.
39,9,1,1,1,380,2379,75,33,73,4.4
39,9,1,1,2,525,2380,317,34,90,INDIVIDUAL
39,9,1,1,3,861,2382,283,34,95,OFFENSIVE
39,9,1,1,4,1166,2384,405,34,96,FUNDAMENTALS
39,9,1,1,5,1590,2386,138,32,96,WITH
39,9,1,1,6,1751,2387,152,33,96,BALLS
39,11,1,1,1,524,2489,120,33,94,4.4.1
39,11,1,1,2,666,2489,180,34,95,TRIPLE
39,11,1,1,3,865,2491,199,33,93,THREAT
39,11,1,1,4,1083,2507,26,6,60,—
39,11,1,1,5,1130,2492,185,42,96,"SHOOT,"
39,11,1,1,6,1338,2493,217,33,93,DRIBBLE
39,11,1,1,7,1575,2493,36,34,93,&
39,11,1,1,8,1630,2494,126,33,96,PASS
39,13,1,1,1,1161,2601,40,33,95,In
39,13,1,1,2,1222,2600,78,35,95,this
39,13,1,1,3,1319,2601,113,42,96,triple
39,13,1,1,4,1449,2601,135,34,96,threat
39,13,1,1,5,1604,2603,186,41,96,"position,"
39,13,1,1,6,1813,2603,68,35,96,the
39,13,1,1,7,1903,2605,157,44,96,players
39,13,1,1,8,2081,2610,30,32,96,is
39,13,1,1,9,2132,2609,89,35,96,able
39,13,1,1,10,2239,2612,41,32,96,to
39,13,1,2,1,1160,2654,133,43,96,"shoot,"
39,13,1,2,2,1326,2657,41,32,96,to
39,13,1,2,3,1400,2655,149,35,95,dribble
39,13,1,2,4,1580,2664,44,25,95,or
39,13,1,2,5,1653,2658,42,32,96,to
39,13,1,2,6,1728,2665,97,34,96,pass
39,13,1,2,7,1857,2660,40,32,95,to
39,13,1,2,8,1930,2668,49,26,96,an
39,13,1,2,9,2012,2670,104,35,92,open
39,13,1,2,10,2148,2666,132,32,91,team-
39,13,1,3,1,1161,2711,122,32,96,mate.
39,13,1,3,2,1309,2709,90,34,96,This
39,13,1,3,3,1424,2710,30,33,96,is
39,13,1,3,4,1478,2709,70,35,96,the
39,13,1,3,5,1573,2711,170,41,96,position
39,13,1,3,6,1770,2719,60,26,96,we
39,13,1,3,7,1855,2716,106,32,96,want
39,13,1,3,8,1985,2715,45,35,86,ail
39,13,1,3,9,2057,2716,157,44,96,players
39,13,1,3,10,2239,2721,40,32,96,to
39,13,1,4,1,1161,2762,50,35,96,be
39,13,1,4,2,1250,2763,103,35,96,after
39,13,1,4,3,1394,2765,194,41,95,receiving
39,13,1,4,4,1630,2772,21,25,95,a
39,13,1,4,5,1694,2772,96,34,96,pass
39,13,1,4,6,1824,2761,106,40,95,from
39,13,1,4,7,1973,2777,20,26,94,a
39,13,1,4,8,2033,2772,247,35,94,team-mate
39,13,1,5,1,1159,2818,129,34,95,within
39,13,1,5,2,1318,2818,70,35,95,the
39,13,1,5,3,1418,2827,92,26,96,area
39,13,1,5,4,1542,2817,133,35,96,where
39,13,1,5,5,1705,2818,150,41,96,he/she
39,13,1,5,6,1886,2822,30,34,95,is
39,13,1,5,7,1946,2823,89,36,96,able
39,13,1,5,8,2063,2828,41,32,96,to
39,13,1,5,9,2133,2827,94,35,96,take
39,13,1,5,10,2257,2837,20,25,96,a
39,13,1,6,1,1159,2872,105,35,96,shot.
39,15,1,1,1,1305,3144,45,33,96,32
40,1,1,1,1,451,412,122,33,82,4.4.2
40,1,1,1,2,594,413,283,34,95,OFFENSIVE
40,1,1,1,3,900,415,356,35,95,PENETRATING
40,1,1,1,4,1277,418,153,34,96,STEPS
40,2,1,1,1,593,522,52,32,96,To
40,2,1,1,2,671,521,119,34,96,teach
40,2,1,1,3,817,522,71,34,96,the
40,2,1,1,4,914,527,153,31,96,correct
40,2,1,1,5,1094,524,109,35,96,basic
40,2,1,1,6,1228,525,105,35,96,skills
40,2,1,1,7,1359,527,41,34,96,of
40,2,1,1,8,1423,530,159,33,96,various
40,2,1,1,9,1609,529,212,36,96,individual
40,2,1,1,10,1847,531,200,35,96,offensive
40,2,1,1,11,2074,542,140,26,96,moves
40,2,1,2,1,596,575,88,33,96,with
40,2,1,2,2,710,575,70,34,96,the
40,2,1,2,3,805,575,73,35,96,ball
40,2,1,2,4,905,578,34,33,96,in
40,2,1,2,5,964,586,258,27,95,one-on-one
40,2,1,2,6,1246,581,201,34,96,situation.
40,2,1,2,7,1473,582,82,34,96,The
40,2,1,2,8,1580,592,199,34,96,purposes
40,2,1,2,9,1805,585,41,33,96,of
40,2,1,2,10,1866,585,70,34,96,the
40,2,1,2,11,1961,583,251,51,96,penetrating
40,2,1,3,1,597,638,142,25,96,moves
40,2,1,3,2,776,639,69,26,95,are
40,2,1,3,3,879,633,42,32,95,to
40,2,1,3,4,957,641,104,34,95,open
40,2,1,3,5,1101,642,49,33,95,up
40,2,1,3,6,1188,633,110,36,95,lanes
40,2,1,3,7,1333,635,61,34,95,for
40,2,1,3,8,1429,638,178,42,96,"passing,"
40,2,1,3,9,1646,641,41,31,96,to
40,2,1,3,10,1724,641,137,32,96,create
40,2,1,3,11,1895,640,93,34,96,food
40,2,1,3,12,2026,641,185,44,96,shooting
40,2,1,4,1,595,686,295,40,96,opportunities
40,2,1,4,2,911,686,77,34,94,and
40,2,1,4,3,1008,688,42,32,94,to
40,2,1,4,4,1071,686,108,35,95,drive
40,2,1,4,5,1198,689,150,34,95,toward
40,2,1,4,6,1370,690,69,34,96,the
40,2,1,4,7,1460,690,157,35,96,basket.
40,4,1,1,1,593,793,90,32,96,JAB
40,8,1,1,1,0,1416,62,33,90,tis
40,8,1,2,1,0,1474,60,60,64,imp
40,8,1,2,2,586,1493,81,34,96,The
40,8,1,2,3,690,1494,71,42,96,jab
40,8,1,2,4,790,1497,92,41,96,step
40,8,1,2,5,912,1497,30,33,96,is
40,8,1,2,6,970,1505,21,25,96,a
40,8,1,2,7,1021,1498,128,42,96,"quick,"
40,8,1,2,8,1180,1498,111,36,96,short
40,8,1,2,9,1317,1503,92,40,96,step
40,8,1,2,10,1437,1503,199,34,96,executed
40,8,1,2,11,1666,1504,90,34,96,with
40,8,1,2,12,1787,1505,129,34,96,either
40,8,1,2,13,1943,1506,101,43,96,right
40,8,1,2,14,2071,1516,44,25,96,or
40,8,1,2,15,2142,1508,66,35,96,left
40,8,1,3,1,0,1524,57,34,81,and
40,8,1,3,2,586,1547,99,35,96,foot.
40,8,1,3,3,719,1549,33,34,96,It
40,8,1,3,4,783,1550,31,33,96,is
40,8,1,3,5,844,1549,107,35,96,done
40,8,1,3,6,982,1551,89,34,96,with
40,8,1,3,7,1105,1552,126,35,96,knees
40,8,1,3,8,1262,1553,96,36,95,bent
40,8,1,3,9,1388,1556,76,34,95,and
40,8,1,3,10,1498,1556,104,44,96,body
40,8,1,3,11,1634,1557,84,35,95,low.
40,8,1,3,12,1750,1558,83,35,96,The
40,8,1,3,13,1864,1562,174,33,96,reaction
40,8,1,3,14,2071,1561,42,34,96,of
40,8,1,3,15,2139,1562,68,35,96,the
40,8,1,4,1,0,1577,58,61,95,gle
40,8,1,4,2,587,1601,213,36,96,defensive
40,8,1,4,3,826,1603,138,44,96,player
40,8,1,4,4,987,1605,168,36,96,decided
40,8,1,4,5,1182,1607,181,36,96,whether
40,8,1,4,6,1387,1618,20,26,94,a
40,8,1,4,7,1433,1610,114,35,94,short
40,8,1,4,8,1570,1614,41,32,95,to
40,8,1,4,9,1638,1612,50,35,96,be
40,8,1,4,10,1715,1613,134,42,96,"made,"
40,8,1,4,11,1876,1616,41,32,96,to
40,8,1,4,12,1943,1615,110,35,96,drive
40,8,1,4,13,2078,1617,34,33,96,in
40,8,1,4,14,2138,1616,68,35,96,the
40,8,1,5,1,0,1640,54,52,43,an
40,8,1,5,2,587,1665,117,26,96,same
40,8,1,5,3,733,1657,207,44,96,"direction,"
40,8,1,5,4,972,1668,45,26,96,or
40,8,1,5,5,1045,1669,96,34,96,pass
40,8,1,5,6,1169,1664,41,31,96,to
40,8,1,5,7,1239,1664,238,34,96,teammate.
40,8,1,5,8,1508,1665,81,34,96,The
40,8,1,5,9,1617,1666,78,34,96,few
40,8,1,5,10,1724,1676,143,26,96,moves
40,8,1,5,11,1898,1670,114,42,96,using
40,8,1,5,12,2042,1669,70,35,96,the
40,8,1,5,13,2136,1671,69,42,96,jab
40,8,1,6,1,23,1695,29,26,82,In
40,8,1,6,2,586,1712,92,41,96,step
40,8,1,6,3,699,1720,84,25,96,are:
40,8,2,1,1,587,1782,13,4,92,-
40,8,2,1,2,624,1765,101,34,95,Fake
40,8,2,1,3,746,1766,116,43,95,"right,"
40,8,2,1,4,884,1767,134,35,96,shoot.
40,8,3,1,1,586,1836,14,4,86,-
40,8,3,1,2,624,1819,100,34,97,Fake
40,8,3,1,3,745,1819,82,43,96,"left,"
40,8,3,1,4,851,1821,134,35,96,shoot.
40,8,3,2,1,0,1910,36,26,48,=:
40,8,3,2,2,585,1928,308,35,96,CROSSOVER
40,8,3,3,1,0,2228,41,33,48,it
40,8,3,4,1,0,2614,28,27,71,0
40,8,3,5,1,0,2668,27,26,2,\-
40,8,3,5,2,575,2662,90,35,95,This
40,8,3,5,3,704,2664,30,34,95,is
40,8,3,5,4,771,2672,21,26,93,a
40,8,3,5,5,832,2673,119,26,93,move
40,8,3,5,6,990,2664,49,44,96,by
40,8,3,5,7,1076,2666,158,44,96,making
40,8,3,5,8,1273,2677,20,25,96,a
40,8,3,5,9,1331,2668,113,37,96,short
40,8,3,5,10,1479,2673,92,42,95,step
40,8,3,5,11,1606,2672,152,35,96,toward
40,8,3,5,12,1796,2673,70,35,96,the
40,8,3,5,13,1903,2674,119,44,96,hoop.
40,8,3,5,14,2062,2676,34,34,96,If
40,8,3,5,15,2128,2676,69,36,96,the
40,8,3,6,1,0,2722,25,27,92,0
40,8,3,6,2,577,2717,199,35,96,defender
40,8,3,6,3,800,2721,133,32,96,reacts
40,8,3,6,4,958,2718,50,44,96,by
40,8,3,6,5,1033,2722,158,42,96,moving
40,8,3,6,6,1219,2723,34,33,96,in
40,8,3,6,7,1277,2722,69,36,96,the
40,8,3,6,8,1370,2724,189,36,96,direction
40,8,3,6,9,1585,2726,41,34,96,of
40,8,3,6,10,1647,2727,70,34,96,the
40,8,3,6,11,1739,2727,108,43,96,"fake,"
40,8,3,6,12,1873,2728,97,35,95,then
40,8,3,6,13,1996,2730,74,42,95,pull
40,8,3,6,14,2098,2730,99,36,95,back
40,8,3,7,1,0,2776,25,27,86,e
40,8,3,7,2,577,2772,77,34,96,and
40,8,3,7,3,682,2772,96,35,95,take
40,8,3,7,4,805,2781,21,26,96,a
40,8,3,7,5,856,2773,89,43,95,long
40,8,3,7,6,974,2776,91,40,96,step
40,8,3,7,7,1093,2783,139,27,96,across
40,8,3,7,8,1260,2777,104,44,96,body
40,8,3,7,9,1390,2781,40,32,96,to
40,8,3,7,10,1456,2780,72,34,96,the
40,8,3,7,11,1553,2781,118,34,96,other
40,8,3,7,12,1696,2782,87,34,96,side
40,8,3,7,13,1810,2783,76,34,96,and
40,8,3,7,14,1915,2784,110,34,96,drive
40,8,3,7,15,2052,2785,50,43,96,by
40,8,3,7,16,2128,2786,68,34,96,the
40,8,3,8,1,4,2832,17,26,93,a
40,8,3,8,2,577,2825,209,36,96,defender.
40,8,3,8,3,807,2826,83,35,96,The
40,8,3,8,4,911,2836,143,26,92,moves
40,8,3,8,5,1075,2829,194,35,91,include:-
40,9,1,1,1,577,2897,14,4,93,-
40,9,1,1,2,614,2880,101,35,96,Fake
40,9,1,1,3,736,2880,116,44,96,"right,"
40,9,1,1,4,875,2881,110,35,96,drive
40,9,1,1,5,1005,2881,80,36,96,left.
40,9,2,1,1,577,2951,13,5,82,-
40,9,2,1,2,614,2934,101,35,96,Fake
40,9,2,1,3,736,2934,81,43,95,"left,"
40,9,2,1,4,841,2935,110,35,95,drive
40,9,2,1,5,972,2936,113,43,96,right.
40,9,3,1,1,576,3006,14,4,92,-
40,9,3,1,2,613,2989,122,35,96,Faker
40,9,3,1,3,755,2989,115,43,96,"right,"
40,9,3,1,4,891,2989,95,36,95,fake
40,9,3,1,5,1006,2991,106,43,96,"shot,"
40,9,3,1,6,1135,2992,108,36,95,drive
40,9,3,1,7,1265,2994,79,35,95,left.
40,9,3,2,1,575,3061,14,4,92,-
40,9,3,2,2,613,3044,101,35,96,Fake
40,9,3,2,3,735,3044,82,42,96,"left,"
40,9,3,2,4,839,3044,94,35,96,fake
40,9,3,2,5,952,3045,108,43,96,"shot,"
40,9,3,2,6,1082,3046,110,36,96,drive
40,9,3,2,7,1212,3049,113,43,96,right.
40,10,1,1,1,1214,3138,43,34,96,33
41,3,1,1,1,666,457,204,34,95,ROCKER
41,3,2,1,1,661,510,82,35,96,The
41,3,2,1,2,769,511,141,35,96,rocker
41,3,2,1,3,933,515,92,40,95,step
41,3,2,1,4,1052,514,30,34,95,is
41,3,2,1,5,1109,515,171,35,96,another
41,3,2,1,6,1305,519,251,43,96,penetrating
41,3,2,1,7,1585,528,119,25,96,move
41,3,2,1,8,1731,519,90,35,96,with
41,3,2,1,9,1848,520,69,35,96,the
41,3,2,1,10,1945,520,71,35,96,ball
41,3,2,1,11,2046,522,32,33,91,in
41,3,2,1,12,2107,530,173,26,91,one-on-
41,3,2,2,1,663,573,78,26,96,one
41,3,2,2,2,776,566,205,34,96,situation.
41,3,2,2,3,1018,568,80,34,96,The
41,3,2,2,4,1133,569,199,36,96,offensive
41,3,2,2,5,1367,572,135,43,95,player
41,3,2,2,6,1534,573,116,34,95,fakes
41,3,2,2,7,1686,582,20,25,95,a
41,3,2,2,8,1743,573,123,44,95,"drive,"
41,3,2,2,9,1903,575,117,34,95,fakes
41,3,2,2,10,2054,584,21,25,95,a
41,3,2,2,11,2113,576,93,34,96,shot
41,3,2,2,12,2239,586,43,25,96,or
41,3,2,3,1,663,628,227,34,96,"crossover,"
41,3,2,3,2,916,621,96,34,96,then
41,3,2,3,3,1038,622,130,35,95,drives
41,3,2,3,4,1194,625,33,33,95,in
41,3,2,3,5,1251,625,69,35,95,the
41,3,2,3,6,1345,627,114,34,96,initial
41,3,2,3,7,1484,627,205,35,96,direction.
41,3,2,3,8,1713,628,83,35,96,The
41,3,2,3,9,1821,630,176,42,95,possible
41,3,2,3,10,2022,634,258,31,95,movements
41,3,2,4,1,663,673,196,35,81,include:
41,3,2,4,2,843,669,19,54,81,-
41,3,3,1,1,663,744,13,4,92,-
41,3,3,1,2,701,727,100,35,96,Fake
41,3,3,1,3,822,728,115,43,96,"right,"
41,3,3,1,4,959,729,94,36,96,fake
41,3,3,1,5,1073,731,105,43,96,"shot,"
41,3,3,1,6,1202,733,108,35,96,drive
41,3,3,1,7,1332,735,111,43,93,right.
41,3,3,1,8,1467,760,2,3,91,.
41,3,4,1,1,662,799,14,4,92,-
41,3,4,1,2,700,777,100,40,96,Fake
41,3,4,1,3,822,783,81,42,96,"left,"
41,3,4,1,4,926,784,94,35,96,fake
41,3,4,1,5,1039,785,106,43,96,"shot,"
41,3,4,1,6,1168,787,109,35,96,drive
41,3,4,1,7,1298,789,79,35,95,left.
41,3,5,1,1,662,853,14,4,92,-
41,3,5,1,2,700,836,100,35,96,Fake
41,3,5,1,3,822,837,114,43,95,"right,"
41,3,5,1,4,959,838,93,36,96,fake
41,3,5,1,5,1073,839,81,44,96,"left,"
41,3,5,1,6,1177,841,108,36,96,drive
41,3,5,1,7,1306,844,113,42,96,right.
41,3,6,1,1,662,908,14,4,81,-
41,3,6,1,2,700,891,100,34,96,Fake
41,3,6,1,3,822,891,81,43,95,"left,"
41,3,6,1,4,926,893,93,35,96,fake
41,3,6,1,5,1040,895,114,42,96,"right,"
41,3,6,1,6,1177,896,108,35,95,drive
41,3,6,1,7,1306,898,79,35,95,left.
41,4,1,1,1,659,1001,95,33,96,THE
41,4,1,1,2,777,1002,139,33,96,DROP
41,4,1,1,3,936,1003,122,34,96,STEP
41,5,1,1,1,695,1113,50,69,89,a
41,5,1,1,2,952,1080,49,73,79,4
41,5,1,1,3,1166,1079,91,103,62,@
41,6,1,1,1,742,1425,49,24,96,Drop
41,6,1,1,2,800,1428,42,22,96,step
41,6,1,1,3,850,1427,55,23,42,right
41,6,1,1,4,1099,1441,3,7,39,‘
41,6,1,1,5,1271,1431,50,24,96,Drop
41,6,1,1,6,1329,1434,42,22,95,step
41,6,1,1,7,1379,1432,35,18,93,left
41,7,1,1,1,655,1538,89,35,96,This
41,7,1,1,2,768,1540,30,34,96,is
41,7,1,1,3,822,1541,146,43,96,mainly
41,7,1,1,4,991,1542,99,34,96,used
41,7,1,1,5,1115,1542,49,44,96,by
41,7,1,1,6,1185,1544,70,35,96,the
41,7,1,1,7,1277,1546,107,42,96,pivot
41,7,1,1,8,1406,1546,147,44,96,player.
41,7,1,1,9,1576,1548,110,35,96,After
41,7,1,1,10,1708,1551,196,42,96,receiving
41,7,1,1,11,1930,1560,20,25,96,a
41,7,1,1,12,1975,1560,96,34,96,pass
41,7,1,1,13,2093,1552,88,35,96,with
41,7,1,1,14,2205,1553,69,35,96,the
41,7,1,2,1,658,1593,101,35,96,back
41,7,1,2,2,778,1596,42,32,96,to
41,7,1,2,3,842,1595,70,34,96,the
41,7,1,2,4,936,1595,157,44,96,"basket,"
41,7,1,2,5,1118,1597,70,35,96,the
41,7,1,2,6,1210,1602,92,39,96,post
41,7,1,2,7,1323,1600,136,43,95,player
41,7,1,2,8,1480,1610,92,35,96,may
41,7,1,2,9,1595,1603,120,35,96,make
41,7,1,2,10,1737,1613,20,25,95,a
41,7,1,2,11,1781,1604,93,35,95,fake
41,7,1,2,12,1896,1614,50,25,94,on
41,7,1,2,13,1971,1615,77,25,94,one
41,7,1,2,14,2070,1607,99,42,96,"side,"
41,7,1,2,15,2195,1608,76,34,96,and
41,7,1,3,1,657,1647,120,35,96,make
41,7,1,3,2,800,1657,21,26,95,a
41,7,1,3,3,846,1649,98,43,95,drop
41,7,1,3,4,968,1653,91,40,96,step
41,7,1,3,5,1085,1651,49,43,96,by
41,7,1,3,6,1156,1652,70,35,96,the
41,7,1,3,7,1248,1653,117,35,96,other
41,7,1,3,8,1384,1654,85,36,96,foot
41,7,1,3,9,1492,1656,89,34,95,with
41,7,1,3,10,1606,1658,117,41,96,quick
41,7,1,3,11,1745,1659,124,34,96,stride
41,7,1,3,12,1893,1660,77,34,96,and
41,7,1,3,13,1994,1662,91,33,96,toes
41,7,1,3,14,2110,1662,161,42,96,pointed
41,7,1,4,1,655,1702,151,35,96,toward
41,7,1,4,2,827,1702,71,35,96,the
41,7,1,4,3,919,1704,146,35,96,basket
41,7,1,4,4,1083,1708,41,32,96,to
41,7,1,4,5,1144,1709,70,40,96,get
41,7,1,4,6,1232,1707,69,35,96,the
41,7,1,4,7,1321,1708,207,36,96,defender.
41,8,1,1,1,654,1811,95,33,96,THE
41,8,1,1,2,771,1812,124,33,96,FAKE
41,10,1,1,1,648,2514,30,34,96,A
41,10,1,1,2,705,2517,239,33,96,movement
41,10,1,1,3,971,2524,44,26,96,or
41,10,1,1,4,1042,2525,20,25,96,a
41,10,1,1,5,1092,2517,127,34,95,series
41,10,1,1,6,1247,2516,42,35,96,of
41,10,1,1,7,1314,2520,258,32,96,movements
41,10,1,1,8,1601,2518,51,43,95,by
41,10,1,1,9,1679,2527,50,27,95,an
41,10,1,1,10,1758,2521,201,37,95,offensive
41,10,1,1,11,1986,2534,44,26,96,or
41,10,1,1,12,2055,2527,211,36,96,defensive
41,10,1,2,1,651,2568,137,44,96,player
41,10,1,2,2,812,2570,34,34,96,in
41,10,1,2,3,874,2578,48,26,96,an
41,10,1,2,4,951,2572,175,42,96,attempt
41,10,1,2,5,1149,2573,42,32,96,to
41,10,1,2,6,1216,2573,192,33,96,convince
41,10,1,2,7,1431,2572,71,34,96,the
41,10,1,2,8,1526,2576,210,39,96,opponent
41,10,1,2,9,1759,2575,89,36,96,that
41,10,1,2,10,1872,2577,51,35,95,he
41,10,1,2,11,1950,2580,30,34,96,is
41,10,1,2,12,2004,2583,118,42,96,going
41,10,1,2,13,2148,2585,40,32,96,to
41,10,1,2,14,2215,2583,50,35,96,do
41,10,1,3,1,650,2631,78,26,96,one
41,10,1,3,2,746,2623,112,44,96,thing
41,10,1,3,3,881,2624,70,35,96,but
41,10,1,3,4,971,2626,34,33,96,in
41,10,1,3,5,1026,2625,82,34,96,fact
41,10,1,3,6,1128,2625,50,34,95,he
41,10,1,3,7,1198,2627,31,32,95,is
41,10,1,3,8,1249,2627,240,42,96,attempting
41,10,1,3,9,1510,2628,42,32,96,to
41,10,1,3,10,1572,2626,50,34,96,do
41,10,1,3,11,1642,2629,232,45,96,something
41,10,1,3,12,1896,2632,200,38,95,different.
41,11,1,1,1,646,2731,81,36,95,The
41,11,1,1,2,763,2732,95,36,96,fake
41,11,1,1,3,897,2736,109,32,96,must
41,11,1,1,4,1044,2733,49,35,95,be
41,11,1,1,5,1131,2733,169,35,95,realistic
41,11,1,1,6,1337,2734,77,34,96,and
41,11,1,1,7,1452,2736,248,43,96,convincing.
41,11,1,1,8,1743,2738,68,34,58,Do:
41,11,1,1,9,1838,2743,68,32,76,not
41,11,1,1,10,1944,2745,178,35,85,sacrifice
41,11,1,1,11,2160,2746,104,44,96,body
41,11,2,1,1,650,2785,180,36,96,balance.
41,11,3,1,1,649,2857,14,4,93,-
41,11,3,1,2,684,2840,168,44,96,Change
41,11,3,1,3,871,2842,42,35,96,of
41,11,3,1,4,931,2851,101,34,92,pace
41,11,3,1,5,1053,2860,21,4,58,—
41,11,3,1,6,1097,2851,20,25,96,a
41,11,3,1,7,1139,2841,158,43,96,change
41,11,3,1,8,1318,2843,33,33,96,in
41,11,3,1,9,1374,2843,167,42,96,running
41,11,3,1,10,1561,2844,143,42,96,speed.
41,11,4,1,1,648,2910,14,5,62,~
41,11,4,1,2,686,2895,93,35,96,Foot
41,11,4,1,3,797,2895,117,36,93,fakes
41,11,4,1,4,936,2914,22,4,57,-
41,11,4,1,5,980,2896,158,43,96,change
41,11,4,1,6,1157,2895,42,35,96,of
41,11,4,1,7,1216,2895,203,35,95,direction.
41,11,5,1,1,648,2964,14,5,80,-
41,11,5,1,2,685,2949,124,43,96,"Head,"
41,11,5,1,3,832,2950,193,35,95,shoulder
41,11,5,1,4,1043,2950,77,34,95,and
41,11,5,1,5,1142,2958,84,26,96,arm
41,11,5,1,6,1246,2949,116,34,93,fakes
41,11,5,1,7,1383,2966,22,5,46,—-
41,11,5,1,8,1426,2949,138,44,96,during
41,11,5,1,9,1585,2950,70,36,96,the
41,11,5,1,10,1677,2952,77,36,96,last
41,11,5,1,11,1772,2957,92,42,96,step
41,11,5,1,12,1885,2957,138,38,95,before
41,11,5,1,13,2043,2971,21,25,96,a
41,11,5,1,14,2087,2963,158,44,96,change
41,11,5,2,1,678,3003,42,34,96,of
41,11,5,2,2,737,3003,206,36,96,direction.
41,11,6,1,1,647,3073,14,5,52,-
41,11,6,1,2,684,3058,77,43,95,Eye
41,11,6,1,3,779,3058,95,36,91,fake
41,11,6,1,4,894,3077,25,29,42,-
41,11,6,1,5,940,3059,166,35,95,mislead
41,11,6,1,6,1127,3059,70,35,96,the
41,11,6,1,7,1217,3060,207,42,96,opponent
